GCID,Category Name
vocational_training_school,Beroepsonderwijs
volkswagen_dealer,Volkswagen-dealer
volleyball_club,Volleybalclub
volleyball_court,Volleybalveld
volleyball_instructor,Volleybaltrainer
volunteer_organization,Vrijwilligersorganisatie
volvo_dealer,Volvo-dealer
voter_registration_office,Bureau voor kiezersregistratie
waldorf_kindergarten,Waldorf Kindergarten
waldorf_school,Vrije school
walk_in_clinic,Inloopkliniek
wallpaper_store,Behangwinkel
war_museum,Oorlogsmuseum
warehouse,Magazijn
warehouse_club,Groothandelsclub
warehouse_store,Groothandelswinkel
washer_and_dryer_repair_service,Reparatieservice voor wasmachines en drogers
washer_and_dryer_store,Winkel voor wasmachines en wasdrogers
waste_management_service,Afvalverwerkingsbedrijf
waste_transfer_station,Afvaloverlaadstation
watch_manufacturer,Horlogefabrikant
watch_repair_service,Reparatieservice voor horloges
watch_store,Horlogerie
water_cooler_supplier,Waterkoelerleverancier
water_damage_restoration_service,Herstelbedrijf waterschade
water_filter_supplier,Leverancier van waterfilters
water_jet_cutting_service,Waterstraalsnijservice
water_mill,Watermolen
water_park,Waterpark
water_polo_pool,Waterpolobad
water_pump_supplier,Waterpompleverancier
water_purification_company,Waterzuiveringsbedrijf
water_ski_shop,Waterskiwinkel
water_skiing_club,Waterski-club
water_skiing_instructor,Waterski-instructeur
water_skiing_service,Waterski-service
water_softening_equipment_supplier,Leverancier van wateronthardingsapparatuur
water_sports_equipment_rental_service,Verhuurbedrijf voor watersportartikelen
water_tank_cleaning_service,Watertankreinigingsservice
water_testing_service,Watertestlaboratorium
water_treatment_plant,Waterzuiveringsinstallatie
water_treatment_supplier,Leverancier van waterbehandelingsproducten
water_utility_company,Drinkwaterbedrijf
water_works,Waterwerken
waterbed_repair_service,Reparatieservice voor waterbedden
waterbed_store,Winkel voor waterbedden
waterproofing_company,Vochtweringsbedrijf
wax_museum,Wassenbeeldenmuseum
wax_supplier,Waxleverancier
waxing_hair_removal_service,Centrum voor haarverwijdering
weather_forecast_service,Weervoorspellingsdiensten
weaving_mill,Weverij
web_hosting_service,Webhostingbedrijf
website_designer,Webdesign
wedding_bakery,Bakkerij voor bruidstaarten
wedding_buffet,Trouwbuffet
wedding_chapel,Trouwkapel
wedding_dress_rental_service,Verhuurbedrijf van trouwjurken
wedding_photographer,Trouwfotograaf
wedding_planner,Trouwplanner
wedding_service,Huwelijksservice
wedding_souvenir_shop,Winkel voor bruiloftsaandenkens
wedding_store,Trouwwinkel
wedding_venue,Trouwlocatie
weigh_station,Weegstation
weight_loss_service,Centrum voor gewichtsbeheersing
weightlifting_area,Locatie voor gewichtheffen
weir,Waterkering
welder,Lasser
welding_gas_supplier,Lasgasleverancier
welding_supply_store,Lastechniekwinkel
well_drilling_contractor,Aannemer voor het boren van waterputten
wellness_hotel,Kuurhotel
wellness_program,Wellness-programma
welsh_restaurant,Welsh restaurant
wesleyan_church,Wesleyan Church
west_african_restaurant,West-Afrikaans restaurant
western_apparel_store,Winkel voor cowboykleding
western_restaurant,Westernrestaurant
whale_watching_tour_agency,Walvisexcursiebedrijf
wheel_alignment_service,Wielrichtservice
wheel_store,Velgenshop
wheelchair_rental_service,Verhuurder van rolstoelen
wheelchair_repair_service,Reparatieservice voor rolstoelen
wheelchair_store,Rolstoelenwinkel
wholesale_bakery,Groothandelsbakkerij
wholesale_drugstore,Groothandel in drogisterijartikelen
wholesale_florist,Bloemengroothandel
wholesale_food_store,Voedselgroothandel
wholesale_grocer,Groothandel in levensmiddelen
wholesale_jeweler,Groothandel in juwelen
wholesale_market,Groothandel
wholesale_plant_nursery,Groothandel in planten
wholesaler,Groothandelaar
wholesaler_household_appliances,Groothandel voor huishoudelijke apparatuur
wi_fi_spot,Wifi-spot
wicker_store,Vlechtwerkwinkel
wig_shop,Pruikenwinkel
wildlife_and_safari_park,Safaripark
wildlife_park,Wildpark
wildlife_refuge,Opvang voor wilde dieren
wildlife_rescue_service,Reddingsorganisatie voor wilde dieren
willow_basket_manufacturer,Fabrikant van wilgenmanden
wind_farm,Windmolenpark
wind_turbine_builder,Windturbinefabrikant
window_cleaning_service,Glazenwasser
window_installation_service,Vensterinstallateur
window_supplier,Leverancier van ramen
window_tinting_service,Tinten van ramen
window_treatment_store,Winkel voor raambekleding
windsurfing_store,Windsurfwinkel
wine_bar,Wijnbar
wine_club,Wijnclub
wine_storage_facility,Wijnopslagbedrijf
wine_store,Wijnhandel
wine_wholesaler,Wijngroothandel en -importeur
winemaking_supply_store,Wijnmakerijbenodigdheden
winery,Wijnmakerij
wing_chun_school,Wing Chun-school
wire_and_cable_supplier,Draad- en kabelleverancier
wok_restaurant,Wokrestaurant
womens_clothing_store,Damesmode
womens_college,Vrouwenschool
womens_organization,Vrouwenorganisatie
womens_personal_trainer,Personal trainer voor vrouwen
womens_protection_service,Opvang voor kwetsbare vrouwen
womens_shelter,Blijf-van-mijn-lijfhuis
wood_and_laminate_flooring_supplier,Hout- en laminaatvloerenleverancier
wood_floor_installation_service,Installateur van houten vloeren
wood_frame_supplier,Leverancier van houten frames
wood_stove_shop,Houtkachelwinkel
wood_supplier,Houtleverancier
wood_working_class,Houtbewerkingsklas
woodworker,Houtbewerker
woodworking_supply_store,Winkel voor houtbewerkingsmaterialen
wool_store,Wolwinkel
work_clothes_store,Winkel voor werkkleding
workers_club,Arbeidersclub
working_womens_hostel,Hostel voor werkende vrouwen
wrestling_school,Worstelschool
x_ray_equipment_supplier,Leverancier van röntgenapparatuur
x_ray_lab,Röntgenlaboratorium
yacht_broker,Jachtenmakelaar
yacht_club,Jachtclub
yakatabune,Yakatabune
yakiniku_restaurant,Yakiniku-restaurant
yakisoba_restaurant,Yakisoba restaurant
yakitori_restaurant,Yakitori-restaurant
yamaha_motorcycle_dealer,Yamaha-motorzaak
yemenite_restaurant,Jemenitisch restaurant
yeshiva,Jesjiva
yoga_instructor,Yogadocent
yoga_retreat_center,Yoga-retraite
yoga_studio,Yogastudio
youth_care,Jeugdzorginstelling
youth_center,Jeugdcentrum
youth_clothing_store,Winkel voor jeugdkleding
youth_club,Jeugdclub
youth_hostel,Jeugdhostel
youth_organization,Jeugdorganisatie
youth_social_services_organization,Sociale jeugddienst
yucatan_restaurant,Yucateeks restaurant
zhe_jiang_restaurant,Zhejiangs restaurant
zoo,Dierentuin
